Label,sample_type,CLO_C,CLO_4o,CL_C,CL_4o,UBERON_C,UBERON_4o,BTO_C,BTO_4o,UBERON_t2t,BTO_t2t,CLO_t2t,CL_t2t
ME-1_acute_myeloid_leukemia_,CL,CLO_0009847,CLO_0050927,CL_0000763,CL_0000236,UBERON_0000178,UBERON_0000178,-,BTO_0002098,CL_0000766,BTO_0001545,DOID_9119,PR_000014362
H9_ESC,CL,CLO_0003612,CLO_0037126,CL_0000084,CL_0002328,UBERON_0000178,UBERON_0000104,BTO_0001944,BTO_0003579,-,BTO_0006080,CLO_0037313,CL_0002322
Tet21N_neuroblastoma,CL,-,CLO_0050916,CL_0000031,CL_0000740,UBERON_0001016,UBERON_0000955,BTO_0004654,BTO_0002088,CL_0000031,BTO_0000931,EFO_0000621,CL_0000031
GM12870_male_B-cells,CL,CLO_0022829,CLO_0003006,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,BTO_0002490,CL_0000015,BTO_0001655,CLO_0022829,CL_0000015
SKNO-1,CL,-,CLO_0002395,CL_0000763,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0001245,-,-,CLO_0009953,-
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_HYPOX,CL,CLO_0004307,CLO_0002612,CL_0002618,CL_0002618,UBERON_0002331,UBERON_0002054,BTO_0001949,BTO_0001231,CL_0002618,BTO_0004296,CLO_0000780,CL_0002618
RMG-I,CL,CLO_0037103,CLO_0002588,-,CL_0000000,UBERON_0000992,UBERON_0000000,BTO_0004930,BTO_0000581,UBERON_0006048,BTO_0004930,CLO_0037103,-
RWPE1_prostate_epithelial_cells,CL,CLO_0008905,CLO_0007409,CL_0002231,CL_0002321,UBERON_0002367,UBERON_0002367,BTO_0003709,BTO_0006045,CL_0002231,BTO_0006252,UBERON_0000428,CL_0002231
KYSE180_1,CL,CLO_0007130,CLO_0007691,CL_0000076,CL_0000000,UBERON_0001043,UBERON_0000000,-,BTO_0007320,-,BTO_0004461,CLO_0007130,-
sacrococcigeal teratoma cell line:HTST,CL,CLO_0050139,CLO_0034773,CL_0000586,CL_0000000,UBERON_0001350,UBERON_0000000,-,BTO_0006167,UBERON_0011200,BTO_0000306,-,-
ID00016,CL,CLO_0029230,CLO_0000162,CL_0000542,CL_0000016,UBERON_0000178,UBERON_0000016,-,BTO_0000160,UBERON_0000169,-,CLO_0029230,BFO_0000019
LNCaP_prostate_carcinoma_PHFRPMIFCS,CL,CLO_0007365,CLO_0002329,CL_0002231,CL_0000182,UBERON_0002367,UBERON_0002367,BTO_0001321,BTO_0001238,UBERON_0002367,BTO_0002021,DOID_10286,UBERON_0002367
81-3,CL,CLO_0001001,CLO_0007484,CL_0000542,CL_0000001,UBERON_0000178,UBERON_0000965,-,BTO_0002595,UBERON_8490025,BTO_0004281,CLO_0003220,PR_000001256
Detroit_562_Pharyngeal_squamous_cell_carcinoma,CL,CLO_0002752,CLO_0002804,CL_0002251,CL_0002325,UBERON_0006562,UBERON_0006562,-,BTO_0001868,UBERON_0009145,BTO_0003773,CLO_0002752,UBERON_0002539
MIA Paca2,CL,CLO_0007726,CLO_0002589,CL_0002079,-,UBERON_0001264,-,BTO_0002137,BTO_0001324,UBERON_0003882,BTO_0002138,CLO_0007726,-
NCI-H889_p8-15,CL,CLO_0008125,CLO_0002887,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0005667,BTO_0002722,-,BTO_0005667,CLO_0008125,-
NB4_1,CL,CLO_0007947,CLO_0001092,CL_0000763,CL_0000001,UBERON_0000178,UBERON_0000468,BTO_0002136,BTO_0000323,-,BTO_0006043,CLO_0007948,ENSEMBL_ENSG00000206073
ZR751,CL,-,CLO_0007608,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0003136,BTO_0001144,-,BTO_0004453,CLO_0009924,-
CAOV4cis,CL,CLO_0002196,CLO_0007771,CL_2000064,CL_0000000,UBERON_0000992,UBERON_0000000,-,BTO_0000578,-,BTO_0000814,CLO_0002195,-
GM06990_female_B-cells,CL,CLO_0036556,CLO_0003677,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,BTO_0000841,CL_0000021,BTO_0001654,CLO_0036556,CL_0000021
BJAB_Burkitt_lymphoma_BIRA,CL,-,CLO_0001966,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000029,BTO_0001931,BTO_0000214,-,BTO_0000164,DOID_8584,PR_000001209
U87_EGFRvIII_shSOX9_FBS,CL,CLO_0009464,CLO_0008757,CL_0000127,CL_0000057,UBERON_0000955,UBERON_0000468,BTO_0002036,BTO_0000123,-,-,CLO_0037276,-
acute myeloid leukemia (FAB M2) cell line:Kasumi-6,CL,CLO_0007072,CLO_0006694,CL_0000763,CL_0000183,UBERON_0000178,UBERON_0000178,-,BTO_0006841,CL_0000763,BTO_0001883,DOID_9119,PR_000014362
BE2C,CL,-,CLO_0007571,CL_0000031,CL_0000000,UBERON_0000955,UBERON_0000000,BTO_0004782,BTO_0000567,-,-,CLO_0001922,ENSEMBL_ENSG00000175063
HuH7_hepatocellular_carcinoma_MITO,CL,CLO_0050850,CLO_0050851,CL_0000182,CL_0000182,UBERON_0002107,UBERON_0002107,BTO_0001950,BTO_0000665,CL_0000182,BTO_0000608,DOID_684,CL_0000182
Mel Juso,CL,CLO_0007676,CLO_0000378,CL_2000000,CL_0000066,UBERON_0001003,UBERON_0002037,BTO_0001588,BTO_0000449,UBERON_2005211,BTO_0001588,CLO_0007676,-
MCF7_DAC,CL,CLO_0007606,CLO_0001172,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000066,BTO_0000093,BTO_0000348,NCBITAXON_2024747,-,CLO_0007606,CL_4023119
OCI-AML-3,CL,CLO_0009853,CLO_0006817,CL_0000763,CL_0000000,UBERON_0000178,UBERON_0000000,BTO_0004620,BTO_0000227,-,BTO_0004621,CLO_0008235,-
pancreatic carcinoma cell line:NOR-P1,CL,CLO_0050103,CLO_0003052,CL_0000083,CL_0009044,UBERON_0001264,UBERON_0000000,BTO_0003533,BTO_0000206,CL_0000169,BTO_0000183,DOID_4905,CL_0000169
T_A,CL,-,CLO_0002306,CL_0000084,CL_0000093,UBERON_0000178,UBERON_0002107,BTO_0000782,BTO_0001867,CL_0000084,-,CL_0000084,CL_0000084
H9_neural_progenitor_cell,CL,-,CLO_0031110,CL_0011020,CL_0011020,UBERON_0001016,UBERON_0000955,-,BTO_0004757,CL_0011026,BTO_0004093,CLO_0037250,CL_0011020
GM12878_female_B-cells_lymphoblastoid_cell_line,CL,CLO_0022851,CLO_0003673,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0010758,BTO_0006353,BTO_0000377,CL_0000022,BTO_0000773,CLO_0022851,CL_0017005
iPSC_induced_pluripotent_stem_cells,CL,CLO_0037308,CLO_0007804,CL_0002248,CL_0001032,-,UBERON_0000105,BTO_0006081,BTO_0003243,CL_0002248,BTO_0006078,CLO_0037307,CL_0002248
HuH-6,CL,CLO_0050851,CLO_0003244,CL_0000182,CL_0000000,UBERON_0002107,UBERON_0000000,BTO_0001670,BTO_0001186,-,BTO_0005773,CLO_0009989,-
SJSA-1,CL,CLO_0009031,CLO_0009916,CL_0001035,CL_0000000,UBERON_0002481,UBERON_0000000,BTO_0004216,BTO_0000333,-,BTO_0004216,CLO_0009031,-
ST1,CL,-,CLO_0037361,CL_0000084,CL_0000312,UBERON_0000178,UBERON_0000000,-,BTO_0000000,UBERON_6003020,BTO_0006566,CLO_0009141,CL_0000958
MOLM13,CL,CLO_0009848,CLO_0002773,CL_0000763,CL_0000000,UBERON_0000178,UBERON_0000000,BTO_0004175,BTO_0006583,UBERON_1000010,BTO_0004175,CLO_0009848,CL_0003046
HEK293_siBAHD1_W667G_mutant,CL,CLO_0001230,CLO_0001946,CL_0002518,CL_0002321,UBERON_0002113,UBERON_0000468,BTO_0000007,BTO_0000216,-,-,CLO_0001230,-
MKL1_virus_positive,CL,-,CLO_0000512,CL_0000242,CL_0000769,UBERON_0001003,UBERON_0001062,-,BTO_0000944,GO_1904951,-,GO_0043368,GO_1904951
fibrosarcoma cell line:HT-1080,CL,CLO_0004276,CLO_0007762,CL_0000066,CL_0002321,UBERON_0002384,UBERON_0001062,BTO_0001282,BTO_0000441,UBERON_0002209,BTO_0000460,DOID_3355,CL_0000135
LNCaP_prostate_carcinoma_SHCTR_DHT,CL,CLO_0007365,CLO_0002326,CL_0002231,CL_0000185,UBERON_0002367,UBERON_0002367,BTO_0001321,BTO_0000750,UBERON_0002367,BTO_0002021,DOID_10286,UBERON_0002367
SK-N-BE2,CL,CLO_0009052,CLO_0007605,CL_0000031,CL_0000003,UBERON_0001016,UBERON_0001062,BTO_0002696,BTO_0000171,-,-,CLO_0001922,CL_0000944
HelaS3 ENCODE,CL,CLO_0003696,CLO_0006656,CL_0002535,CL_0000057,UBERON_0000002,UBERON_0000468,BTO_0000568,BTO_0000183,-,BTO_0000567,CLO_0003696,-
WA09_embryonic_stem_cells,CL,-,CLO_0008366,CL_0002322,CL_0002322,UBERON_0000922,UBERON_0000104,BTO_0006062,BTO_0003245,UBERON_0000068,BTO_0001086,CLO_0037279,CL_0002322
MO1043_ICN1_HA_H3K27Ac_a,CL,-,CLO_0008122,CL_0000236,CL_0002322,UBERON_0000178,UBERON_0000483,-,BTO_0000254,-,-,CLO_0025326,-
GIST-T1_JQ1,CL,-,CLO_0037305,CL_0002319,CL_0000000,UBERON_0001555,UBERON_0000000,-,BTO_0000633,UBERON_6003020,BTO_0006566,-,CL_0000958
HT29_colon_adenocarcinoma_ROSIG_2H,CL,CLO_0004283,CLO_0008024,CL_0011108,CL_0001034,UBERON_0001155,UBERON_0001155,BTO_0000182,BTO_0000629,UBERON_0001155,BTO_0000032,DOID_234,UBERON_0001155
FaDu,CL,-,CLO_0008925,CL_0000076,CL_0000000,UBERON_0001051,UBERON_0000000,-,BTO_0000494,-,BTO_0003233,CLO_0002993,-
H295R,CL,CLO_0008082,CLO_0004007,CL_0002097,CL_0000000,UBERON_0001235,UBERON_0000000,BTO_0002588,BTO_0000219,-,BTO_0002588,CLO_0008082,-
OCI-Ly10,CL,-,CLO_0007762,CL_0000236,CL_NULL,UBERON_0000029,UBERON_NULL,-,BTO_0003081,-,BTO_0004622,CLO_0009854,-
TS576,CL,-,CLO_0007958,-,CL_0000057,UBERON_0000955,UBERON_0002367,-,BTO_0001150,-,-,CLO_0036223,-
HCC-1428_breast_adenocarcinoma,CL,CLO_0003637,CLO_0007760,CL_0002327,CL_0000182,UBERON_0000310,UBERON_0000310,-,BTO_0000210,UBERON_0000310,BTO_0001912,DOID_3458,UBERON_0000310
MDA-MB-231_ERαWT_0min,CL,CLO_0007634,CLO_0008000,CL_0002327,CL_0000182,UBERON_0000310,UBERON_0001062,BTO_0000815,BTO_0000253,-,-,-,-
hiPSC,CL,CLO_0037308,CLO_0009160,CL_0002248,CL_0001032,-,UBERON_0000105,BTO_0006081,BTO_0003247,UBERON_0001464,BTO_0006081,CLO_0037336,UBERON_0001464
MOLM14_CA25_11,CL,-,CLO_0007088,CL_0000763,CL_0000057,UBERON_0000178,UBERON_0002367,BTO_0005720,BTO_0002914,-,BTO_0005720,-,-
GM15850,CL,CLO_0027780,CLO_0003680,CL_0000236,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0000511,-,-,CLO_0027780,-
TTC-1240_Rhabdoid_tumor_of_the_kidney,CL,-,CLO:0003041,CL_1000497,CL:0000182,UBERON_0002113,UBERON:0002113,-,BTO:0006271,UBERON_0002113,BTO_0000671,UBERON_0002113,UBERON_0002113
U2OS_osteosarcoma_HEAT,CL,CLO_0009454,CLO_0008031,CL_0001035,CL_0002620,UBERON_0002481,UBERON_0000198,BTO_0001938,BTO_0001191,PR_P01101,BTO_0000970,EFO_0000637,PR_P01101
Ly4,CL,-,CLO_0000186,CL_0000236,CL_0000234,UBERON_0000178,UBERON_0002048,-,BTO_0000713,-,-,-,-
NEC14,CL,CLO_0051392,CLO_0008015,CL_0000015,CL:0002320,UBERON_0000473,UBERON_0002450,-,BTO:0006727,UBERON_0000974,BTO_0000420,UBERON_0000974,UBERON_0000974
CyT49_HE,CL,-,CLO_0001578,CL_0002322,CL_0000000,UBERON_0000922,UBERON_0001062,-,BTO_0000995,-,-,CLO_0003673,-
PC3_COMBO,CL,CLO_0008395,CLO_0008139,CL_0002231,CL_0000000,UBERON_0002367,UBERON_0000000,BTO_0001061,BTO_0000246,UBERON_0012176,-,-,-
MDA-MB-231_ER?WT_45min,CL,CLO_0007634,CLO_0002687,CL_0002327,CL_0000182,UBERON_0000310,UBERON_0000178,BTO_0000815,BTO_0001323,-,-,-,PR_000007204
SNU-216,CL,-,CLO_0050891,CL_0002178,CL:0000000,UBERON_0000945,UBERON:0000000,BTO_0004988,BTO:0005020,-,BTO_0004988,CLO_0009095,-
T_C,CL,-,CLO_0050849,CL_0000084,CL_0000081,UBERON_0000178,UBERON_0002048,BTO_0000782,BTO_0000500,CL_0000570,BTO_0000587,CL_0000084,CL_0000570
G401,CL,CLO_0003434,CLO_0002610,CL_0002518,CL_0000000,UBERON_0002113,UBERON_0000000,BTO_0002586,BTO_0000315,-,BTO_0002586,CLO_0035624,CL_1000401
OCI-LY3,CL,-,CLO_0002592,CL_0000236,CL_0000000,UBERON_0002371,UBERON_0000000,-,BTO_0000873,-,BTO_0004622,CLO_0009854,-
HEL92.1.7,CL,CLO_0003682,CLO_0009546,CL_0000763,CL:null,UBERON_0000178,UBERON:null,BTO_0003320,BTO:null,-,-,CLO_0003683,-
ES-WA7 cells,CL,-,CLO_0050841,CL_0002322,CL_0000001,UBERON_0000922,UBERON_0000955,-,BTO_0001479,UBERON_2000711,BTO_0003532,CLO_0001608,-
MKN1,CL,CLO_0050804,CLO_0007702,CL_0002659,CL_0000000,UBERON_0000945,UBERON_0000000,BTO_0002384,BTO_0001467,-,BTO_0002384,CLO_0037142,-
LoVo_colorectal_adenocarcinoma_PHASES,CL,CLO_0007378,CLO_0008001,CL_0011108,CL_0009061,UBERON_0001155,UBERON_0001155,BTO_0000666,BTO_0000554,UBERON_0013067,BTO_0000035,DOID_0050861,GO_0000279
ra1,CL,CLO_0008738,CLO_0030872,CL_0000236,CL_0002319,UBERON_0000178,UBERON_0001466,BTO_0003079,BTO_0000994,NCBITAXON_10116,-,CLO_0037410,PR_000009616
HEK-293,CL,CLO_0001230,CLO_0003684,CL_0002518,CL_0002248,UBERON_0002113,UBERON_0001062,BTO_0000007,BTO_0000482,-,BTO_0000007,CLO_0001230,CL_1000293
C4-2,CL,CLO_0037116,CLO_0008778,CL_0002231,CL_0000236,UBERON_0002367,UBERON_0001062,BTO_0005672,BTO_0002091,UBERON_0006490,-,CLO_0002977,CL_0003021
OCI-LY1,CL,-,CLO_0003375,CL_0000236,CL_0000000,UBERON_0002371,UBERON_0000000,-,BTO_0005828,PR_000001843,BTO_0004622,CLO_0009854,PR_000001843
GIST-9_PDGFRA e18,CL,-,CLO_0007986,CL_0002319,CL_0000000,UBERON_0001555,UBERON_0000000,-,BTO_0001377,-,-,-,PR_000002030
MCF7_Invasive_ductal_breast_carcinoma_SIGATA,CL,CLO_0007606,CLO_0002871,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,BTO_0000093,BTO_0000206,UBERON_0000310,BTO_0002844,DOID_3008,UBERON_0000310
DAOY_medulloblastoma,CL,CLO_0002699,CLO_0007772,CL_0002319,CL_0000039,UBERON_0002037,UBERON_0000955,BTO_0004328,BTO_0000214,UBERON_0000958,BTO_0001757,CLO_0002699,UBERON_0000958
G523NS_glioblastoma,CL,-,CLO_0050850,CL_0000125,CL_0000057,UBERON_0001017,UBERON_0000955,-,BTO_0000216,CL_0000030,BTO_0000527,DOID_3068,CL_0000030
SCC25,CL,CLO_0008967,CLO_0003120,CL_0000076,CL_NULL,UBERON_0001723,UBERON_NULL,BTO_0003774,BTO_0003680,-,BTO_0003774,CLO_0008967,-
ATN-1,CL,CLO_0050985,CLO_0027776,CL_0000084,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0003249,UBERON_8440072,-,-,-
RWPE2,CL,CLO_0008906,CLO_0002963,CL_0002231,CL_0000000,UBERON_0002367,UBERON_0000000,BTO_0005994,BTO_0002672,-,BTO_0003709,CLO_0008907,-
SupB15 ACY1035,CL,CLO_0009161,CLO_0003770,CL_0017006,CL_0000000,UBERON_0002371,UBERON_0000000,-,BTO_0000299,-,-,CLO_0025384,-
BICR-31,CL,CLO_0009943,CLO_0006834,CL_0000076,CL:null,UBERON_0001723,UBERON:null,-,BTO:0002220,UBERON_8490009,BTO_0003429,CLO_0009943,GO_0071890
IMR90_lung_fibroblasts_SENES_SHLUC,CL,CLO_0006951,CLO_0007780,CL_0002553,CL_0000057,UBERON_0002048,UBERON_0002048,BTO_0001229,BTO_0000705,CL_0002553,BTO_0000764,CL_0000057,CL_0002553
acute myeloid leukemia (FAB M4) cell line:HNT-34,CL,CLO_0050982,CLO_0009317,CL_0000763,CL_0002395,UBERON_0000178,UBERON_0000178,-,BTO_0005796,CL_0000763,BTO_0001883,DOID_9119,PR_000014362
clear cell carcinoma cell line:JHOC-5,CL,CLO_0051439,CLO_0033964,CL_2000064,CL_0000000,UBERON_0000992,UBERON_0000000,-,BTO_0003308,PATO_0000964,BTO_0002787,DOID_4467,PATO_0000964
HT3,CL,CLO_0004286,CLO_0009149,CL_0002535,CL_0000000,UBERON_0000002,UBERON_0000000,-,BTO_0000682,UBERON_3010394,BTO_0004325,CLO_0001345,GO_1904602
DND_41,CL,CLO_0009834,CLO_0002856,CL_0000084,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0000703,UBERON_8490015,BTO_0006374,CLO_0009834,-
DHL-4,CL,CLO_0037061,CLO_0003040,CL_0000236,CL_0000000,UBERON_0000178,UBERON_0000000,BTO_0006462,BTO_0004372,-,BTO_0004076,DOID_8567,-
cord blood derived cell line:COBL-a 24h infection,CL,-,CLO_0037124,CL_0000988,CL_0000038,UBERON_0002331,UBERON_0012168,-,BTO_0000248,CL_0000081,BTO_0002667,CL_0000081,CL_0000081
HT1080_WT,CL,CLO_0004276,CLO_0007168,CL_0000066,CL_0000000,UBERON_0002384,UBERON_0000000,BTO_0001282,BTO_0000259,-,BTO_0001282,CLO_0004266,-
NCI-H69_DMSO,CL,CLO_0008105,CLO_0008007,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0003022,BTO_0000511,-,BTO_0003022,CLO_0003609,-
Mac-2A_ALK-,CL,-,CLO_0000310,CL_0000542,CL_0000235,UBERON_0000178,UBERON_0001062,-,BTO_0000224,UBERON_4300021,BTO_0005587,CLO_0001236,CL_0000674
GBM_B39,CL,-,CLO_0005643,CL_0002319,CL_0000000,UBERON_0000955,UBERON_0000000,-,BTO_0002918,-,-,DOID_3068,-
T47D_invasive_ductal_carcinoma_PROG,CL,CLO_0009251,CLO_0007599,CL_0002327,CL_0000182,UBERON_0000310,UBERON_0002384,BTO_0001248,BTO_0002461,UBERON_0003820,BTO_0002844,DOID_3008,UBERON_0003820
HUVEC_VEGF_4h,CL,CLO_0004307,CLO_0002046,CL_0002618,CL_0002618,UBERON_0002331,UBERON_0001981,BTO_0001949,BTO_0000538,CL_4030033,BTO_0001949,CLO_0007876,CL_4030033
MCF7_Invasive_ductal_breast_carcinoma_SHCTR_E2,CL,CLO_0007606,CLO_0001922,CL_0002327,CL_0002328,UBERON_0000310,UBERON_0000310,BTO_0000093,BTO_0000185,UBERON_0000310,BTO_0002844,DOID_3008,UBERON_0000310
U2OS_osteosarcoma_SHNS,CL,CLO_0009454,CLO_0007764,CL_0001035,CL_0000499,UBERON_0002481,UBERON_0001095,BTO_0001938,BTO_0000602,PR_P01101,BTO_0000970,EFO_0000637,PR_P01101
PC_9,CL,-,CLO_0002735,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0005518,BTO_0000015,UBERON_0004608,-,CLO_0008390,CL_0002619
HK-2,CL,CLO_0003771,CLO_0037308,CL_0002306,CL_0000000,UBERON_0004134,UBERON_0000000,BTO_0003575,BTO_0002755,PR_P10721,BTO_0002194,CLO_0003766,PR_P10721
I10_Mantle cell lymphoma tissue_THZ1,CL,-,CLO_0000486,CL_0000236,CL_0000987,UBERON_0000178,UBERON_0002367,-,BTO_0001423,UBERON_0000479,BTO_0004472,UBERON_0000479,UBERON_0000479
SH-EP,CL,-,CLO_0050761,CL_0000031,CL_0000000,UBERON_0001016,UBERON_0000000,BTO_0005397,BTO_0001015,PR_000001898,BTO_0005397,CLO_0002937,PR_000001898
osteosarcoma cell line:143B/TK^(-)neo^(R),CL,CLO_0001088,CLO_0003672,CL_0001035,CL_0000000,UBERON_0000981,UBERON_0000000,-,BTO_0000567,PR_P01101,BTO_0000407,EFO_0000637,PR_P01101
PC9,CL,-,CLO_0007705,CL_0000082,CL_0000057,UBERON_0002048,UBERON_0000468,BTO_0005518,BTO_0000534,-,BTO_0004751,CLO_0001391,-
acute myeloid leukemia (FAB M4eo) cell line:EoL-1,CL,CLO_0002932,CLO_0003368,CL_0000763,CL_0000775,UBERON_0000178,UBERON_0000178,BTO_0002405,BTO_0000265,CL_0000763,BTO_0001883,DOID_9119,PR_000014362
BT16,CL,-,CLO_0007884,CL_0008019,CL_NULL,UBERON_0001017,UBERON_NULL,-,BTO_0000225,-,-,CLO_0002040,-
liposarcoma cell line:KMLS-1,CL,-,CLO_0007905,CL_0000136,CL_0000000,UBERON_0001013,UBERON_0000000,-,BTO_0005664,CHEBI_35740,BTO_0003744,DOID_3382,GO_0030017
GBM_IDHmut5661,CL,-,CLO_0051254,CL_0002319,CL_0002537,UBERON_0000955,UBERON_0000955,-,BTO_0006450,-,-,DOID_3068,-
BPE_mammary_epithelial_cells,CL,-,CLO_0035374,CL_0002327,CL_0002320,UBERON_0000310,UBERON_0001911,-,BTO_0003375,CL_0002327,BTO_0004300,UBERON_0003244,CL_0002327
697,CL,CLO_0001008,CLO_0006971,CL_0000817,CL_0006087,UBERON_0002371,UBERON_0003697,BTO_0001969,BTO_0006697,-,BTO_0001969,CLO_0001008,CHEBI_33697
HMS001,CL,-,CLO_0050829,CL_0000076,CL_0000000,UBERON_0001729,UBERON_0000000,-,BTO_0000000,PR_P11836,-,CLO_0009717,PR_P21757
be2c,CL,-,CLO_0007081,CL_0000031,CL_0000000,UBERON_0000955,UBERON_0000000,BTO_0004782,BTO_0001205,-,-,CLO_0001922,ENSEMBL_ENSG00000175063
MCF-7_estradiol,CL,CLO_0007606,CLO_0001493,CL_0002327,CL_0002328,UBERON_0000310,UBERON_0001981,BTO_0000093,BTO_0000462,GO_0060209,-,-,PR_000007204
Blue1_sporadic_Burkitt_lymphoma,CL,-,CLO_0000998,CL_0000236,CL_0000546,UBERON_0000178,UBERON_0000178,-,BTO_0005207,-,BTO_0000164,DOID_8584,PR_000001209
H9_naive,CL,CLO_0003612,CLO_0009198,CL_0000084,CL_0002321,UBERON_0000178,UBERON_0000106,BTO_0001944,BTO_0002142,CL_0000788,BTO_0005871,CL_0000898,CL_0000898
MDA-MB-453_breast_adenocarcinoma_MPA,CL,CLO_0007640,CLO_0007766,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,BTO_0001908,BTO_0000344,UBERON_0000310,BTO_0001912,DOID_3458,UBERON_0000310
SH-SY5Y_untreat,CL,CLO_0009015,CLO_0007324,CL_0000031,CL_0000188,UBERON_0002371,UBERON_0000955,BTO_0000793,BTO_0002160,-,BTO_0000793,CLO_0009015,-
A549_3h_only,CL,CLO_0001601,CLO_0002081,CL_0000082,CL_0000236,UBERON_0002048,UBERON_0000178,BTO_0000018,BTO_0000014,-,BTO_0005816,CLO_0001601,-
H1_hESC_2,CL,CLO_0037281,CLO_0003884,CL_0002322,CL_0002322,UBERON_0000922,UBERON_0000468,BTO_0006080,BTO_0002985,UBERON_0022254,BTO_0006080,CLO_0037281,CL_0002322
NEC8,CL,CLO_0051391,CLO_0008133,CL_0000015,CL_0000000,UBERON_0000473,UBERON_0000000,BTO_0006542,BTO_0004912,UBERON_0000974,BTO_0006507,CLO_0007303,UBERON_0000974
EndoC-betaH2,CL,-,CLO_0051524,CL_0000169,CL_0009012,UBERON_0001264,UBERON_0001264,-,BTO_0005754,UBERON_0005316,BTO_0000730,CL_0000163,UBERON_0005316
BT168_glioblastoma_stem_cells,CL,-,CLO_0031111,CL_0000034,CL_0000127,UBERON_0001017,UBERON_0001954,-,BTO_0002866,CL_0000030,BTO_0000527,DOID_3068,CL_0000030
CLB-MA,CL,-,CLO_0026824,CL_0000031,CL_0000066,UBERON_0001016,UBERON_0000165,-,BTO_0000884,-,BTO_0000159,-,-
gastrointestinal carcinoma cell line:ECC12,CL,CLO_0050807,CLO_0007749,CL_0002178,CL_0002605,UBERON_0000945,UBERON_0002107,-,BTO_0005647,UBERON_0004908,BTO_0005544,DOID_77,UBERON_0004908
SW872_YAP5SA,CL,CLO_0009201,CLO_0003759,CL_0000136,CL_0000182,UBERON_0002384,UBERON_0001062,BTO_0003743,BTO_0000258,-,BTO_0003743,CLO_0037071,-
MKL-1,CL,-,CLO_0003681,CL_0000242,CL_0000000,UBERON_0001003,UBERON_0000000,-,BTO_0000809,PR_P27814,-,CLO_0002909,PR_O88713
GM04604,CL,CLO_0018911,CLO_0007771,CL_0000236,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0000995,-,BTO_0002015,CLO_0018911,-
HeLa-S3 Cervical Carcinoma Cell Line,CL,CLO_0003696,CLO_0007673,CL_0002535,CL_0002323,UBERON_0000002,UBERON_0000000,BTO_0000568,BTO_0001138,UBERON_0006072,BTO_0000180,-,UBERON_0006072
AzH-G2/M,CL,-,CLO_0050871,-,CL_0000000,UBERON_0000922,UBERON_0000000,-,BTO_0003244,-,BTO_0003600,CLO_0003704,CL_0003003
MDA-MB-157,CL,CLO_0007632,CLO_0007771,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0006218,BTO_0000491,UBERON_0004157,BTO_0006218,CLO_0007544,GO_1904948
LNCaP95_shARfl_DHT,CL,-,CLO_0034539,CL_0002231,CL_0000481,UBERON_0002367,UBERON_0002367,BTO_0006264,BTO_0000811,-,BTO_0006264,CLO_0001738,-
SHEP with tetracycline inducible MYC_DOX_6HR,CL,-,CLO_0003731,CL_0000031,CL_0000003,UBERON_0001016,UBERON_0000000,BTO_0005397,BTO_0001446,CHEBI_36309,-,-,PR_000001860
WHIM12,CL,-,CLO_0009146,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,-,BTO_0007026,UBERON_0001347,BTO_0000370,CL_0000738,UBERON_0001347
NCI-H460,CL,CLO_0008089,CLO_0008005,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0002207,BTO_0000563,UBERON_0004460,BTO_0002207,CLO_0003601,-
DAOY,CL,CLO_0002699,CLO_0002971,CL_0002319,CL_0000000,UBERON_0002037,UBERON_0000000,BTO_0004328,BTO_0000224,UBERON_0007249,BTO_0004328,CLO_0002699,UBERON_0005805
RH3,CL,-,CLO_0008054,CL_0002598,CL_0000182,UBERON_0004895,UBERON_0000172,BTO_0005383,BTO_0002649,-,BTO_0001410,CLO_0009003,-
TEX-HIST1H3F-WT-Rx_cells,CL,-,CLO:0009912,CL_0000034,CL:0002321,UBERON_0002371,UBERON:0010334,BTO_0006359,BTO:0005887,UBERON_2007011,BTO_0006359,-,CL_0011025
GIST-3_KIT e11,CL,-,CLO_0050972,CL_0002319,CL_0000236,UBERON_0001555,UBERON_0002403,-,BTO_0005781,PR_000002065,-,PR_000002065,ENSEMBL_ENSG00000157404
